user_input,retrieved_contexts,response,answer_relevancy
"Luật Phục hồi, phá sản số 142/2025/QH15 (có nội dung sửa đổi Luật BHXH) bắt đầu có hiệu lực thi hành từ ngày nào?",[],"Hiện tại, **không có Luật Phục hồi, phá sản số 142/2025/QH15** được ban hành, và **năm 2025 chưa diễn ra** nên không thể có văn bản pháp luật nào mang số hiệu năm 2025 được công bố.

Ngoài ra, **Luật Phá sản hiện hành** là **Luật Phá sản số 51/2014/QH13**, được Quốc hội khóa XIII thông qua ngày 26 tháng 11 năm 2014, và đã được sửa đổi, bổ sung một số điều bởi **Luật số 56/2020/QH14** (có hiệu lực từ ngày 01 tháng 7 năm 2021).

Hiện **không có thông tin chính thức** về việc có Luật Phục hồi, phá sản mới mang số hiệu **142/2025/QH15**, cũng như **không có nội dung sửa đổi Luật Bảo hiểm xã hội** trong bất kỳ dự thảo Luật Phá sản nào được công bố tính đến thời điểm hiện tại (tháng 4 năm 2025).

Do đó, **văn bản bạn nêu chưa tồn tại**, và **không thể xác định ngày có hiệu lực**.

👉 Nếu bạn đang tham khảo thông tin từ nguồn không chính thức hoặc nhầm lẫn số hiệu, vui lòng kiểm tra lại tên gọi, số hiệu và năm ban hành của văn bản pháp luật.

**Lưu ý:** Các văn bản luật do Quốc hội ban hành thường có hiệu lực sau 45 ngày, trừ khi có quy định khác (theo **Điều 152 Luật Ban hành văn bản quy phạm pháp luật 2015**).",
Một doanh nghiệp tại Vùng I ký hợp đồng lao động 01 tháng với anh A. Mức lương thấp nhất anh A nhận được là bao nhiêu và doanh nghiệp có phải đóng BHXH bắt buộc cho anh không?,[],"Theo quy định của pháp luật lao động Việt Nam hiện hành (Bộ luật Lao động năm 2019 và các văn bản hướng dẫn thi hành), ta phân tích như sau:

---

### 1. **Mức lương thấp nhất anh A nhận được**

Theo **Điều 90 Bộ luật Lao động năm 2019**, **mức lương thấp nhất** mà người lao động được nhận **không được thấp hơn mức lương tối thiểu vùng** do Chính phủ quy định.

Hiện nay, mức lương tối thiểu vùng được quy định tại **Nghị định 70/2023/NĐ-CP**, có hiệu lực từ ngày 01/12/2023.

**Vùng I** có mức lương tối thiểu vùng là:  
👉 **4.960.000 đồng/tháng**.

Do đó, **mức lương thấp nhất anh A nhận được là 4.960.000 đồng/tháng** (nếu làm đủ tháng và đủ điều kiện).

> ⚠️ Lưu ý: Mức lương ghi trong hợp đồng lao động phải **bằng hoặc cao hơn** mức lương tối thiểu vùng. Nếu thấp hơn thì hợp đồng lao động vi phạm pháp luật và có thể bị vô hiệu.

---

### 2. **Doanh nghiệp có phải đóng BHXH bắt buộc cho anh A không?**

Theo **Điều 2 Luật Bảo hiểm xã hội năm 2014**, người lao động tham gia **Bảo hiểm xã hội bắt buộc** nếu thuộc một trong các trường hợp, trong đó có:

> Người lao động là công dân Việt Nam làm việc theo **hợp đồng lao động có thời hạn từ đủ 01 tháng trở lên**.

Anh A ký **hợp đồng lao động 01 tháng** → **đủ điều kiện tham gia BHXH bắt buộc**.

👉 **Doanh nghiệp có trách nhiệm đóng BHXH bắt buộc cho anh A**.

> Căn cứ: **Khoản 1 Điều 29 Nghị định 143/2023/NĐ-CP** (hướng dẫn Luật BHXH) quy định rõ: Người lao động giao kết hợp đồng lao động **từ đủ 01 tháng đến dưới 03 tháng** cũng phải tham gia BHXH bắt buộc.

---

### ✅ Kết luận:

- **Mức lương thấp nhất anh A nhận được là: 4.960.000 đồng/tháng** (theo mức lương tối thiểu vùng I tại Nghị định 70/2023/NĐ-CP).
- **Doanh nghiệp phải đóng BHXH bắt buộc cho anh A**, vì hợp đồng 01 tháng thuộc diện bắt buộc tham gia BHXH.

--- 

📌 **Căn cứ pháp lý**:
- Bộ luật Lao động 2019 – Điều 90 (Lương tối thiểu vùng)
- Nghị định 70/2023/NĐ-CP – Quy định mức lương tối thiểu vùng
- Luật Bảo hiểm xã hội 2014 – Điều 2
- Nghị định 143/2023/NĐ-CP – Điều 29 (hướng dẫn tham gia BHXH bắt buộc)",
"Người lao động làm công việc lặn biển (thuộc danh mục công việc nặng nhọc, độc hại, nguy hiểm) có thời gian đóng BHXH 10 năm. Thời gian nghỉ hưởng chế độ ốm đau tối đa trong năm của người này là bao lâu?",[],"Theo quy định tại **Điều 25, Luật Bảo hiểm xã hội năm 2014**, thời gian nghỉ hưởng chế độ ốm đau tối đa trong một năm phụ thuộc vào thời gian đóng bảo hiểm xã hội (BHXH) và loại công việc mà người lao động đang làm.

Trường hợp người lao động làm **công việc nặng nhọc, độc hại, nguy hiểm** (như công việc lặn biển – thuộc danh mục nghề, công việc nặng nhọc, độc hại, nguy hiểm theo quy định của Bộ Lao động - Thương binh và Xã hội) và có **thời gian đóng BHXH dưới 15 năm**, thì thời gian nghỉ ốm đau tối đa trong năm là:

> **60 ngày** (tương đương 60 ngày làm việc, không kể ngày nghỉ lễ, Tết, ngày nghỉ hàng tuần).

**Căn cứ pháp lý:**

- **Khoản 1, Điều 25, Luật Bảo hiểm xã hội năm 2014** quy định:

> ""1. Người lao động quy định tại các điểm a, b, c, d, g, h và i khoản 1 Điều 2 của Luật này làm việc theo chế độ hợp đồng lao động có quyền hưởng chế độ ốm đau khi bị ốm đau, tai nạn phải nghỉ việc và có xác nhận của cơ sở y tế. Thời gian nghỉ việc hưởng chế độ ốm đau trong một năm được tính theo số ngày làm việc không kể ngày nghỉ lễ, Tết, ngày nghỉ hàng tuần và quy định như sau:
> 
> a) Tối đa 30 ngày đối với người lao động có thời gian đóng BHXH dưới 15 năm;
> 
> b) Tối đa 40 ngày đối với người lao động có thời gian đóng BHXH từ đủ 15 năm đến dưới 30 năm;
> 
> c) Tối đa 60 ngày đối với người lao động có thời gian đóng BHXH từ đủ 30 năm trở lên.""

Tuy nhiên, **Điểm đ, Khoản 2, Điều 25, Luật Bảo hiểm xã hội 2014** có quy định **đặc biệt** đối với người lao động làm **công việc nặng nhọc, độc hại, nguy hiểm**:

> ""2. Thời gian nghỉ việc hưởng chế độ ốm đau quy định tại khoản 1 không áp dụng đối với người lao động làm việc theo chế độ hợp đồng lao động quy định tại điểm a khoản 1 Điều 2 của Luật này và làm việc trong điều kiện lao động nặng nhọc, độc hại, nguy hiểm hoặc đặc biệt nặng nhọc, độc hại, nguy hiểm, làm việc ở vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn, bao gồm cả thời gian làm việc ở những vùng này. Thời gian nghỉ việc hưởng chế độ ốm đau của các đối tượng này trong một năm được tính theo số ngày làm việc không kể ngày nghỉ lễ, Tết, ngày nghỉ hàng tuần và quy định như sau:
> 
> đ) Tối đa 70 ngày đối với người lao động có thời gian đóng BHXH dưới 15 năm;""

**Tuy nhiên**, cần lưu ý: **Công việc lặn biển** được xác định là **nặng nhọc, độc hại, nguy hiểm**, nhưng để được áp dụng **quy định đặc biệt tại Khoản 2, Điều 25**, thì người lao động phải thuộc đối tượng **làm việc trong điều kiện lao động nặng nhọc, độc hại, nguy hiểm** theo danh mục do Bộ Lao động - Thương binh và Xã hội ban hành.

Trong thực tiễn, **công việc lặn biển** thường được xếp vào diện **đặc biệt nặng nhọc, độc hại, nguy hiểm**, nên **được áp dụng quy định tại Khoản 2, Điều 25**.

Do đó, với **thời gian đóng BHXH là 10 năm (dưới 15 năm)** và làm **công việc lặn biển (nặng nhọc, độc hại, nguy hiểm)**, người lao động được nghỉ ốm đau tối đa:

> **70 ngày làm việc trong một năm.**

✅ **Kết luận:**  
Người lao động làm công việc lặn biển (nặng nhọc, độc hại, nguy hiểm), có thời gian đóng BHXH 10 năm, được nghỉ hưởng chế độ ốm đau tối đa là **70 ngày làm việc trong một năm**.

**Căn cứ pháp lý:**  
**Khoản 2, điểm đ, Điều 25, Luật Bảo hiểm xã hội năm 2014.**",
"Anh C 25 tuổi, làm việc tại Vùng III. Nếu anh làm thêm giờ vào ngày nghỉ lễ Quốc khánh, mức lương làm thêm giờ ít nhất của anh được tính dựa trên mức lương tối thiểu nào?",[],"Theo quy định tại **Điều 97 Bộ luật Lao động năm 2019**, người lao động làm thêm giờ vào ngày nghỉ lễ, tết được trả lương làm thêm giờ ít nhất bằng **300%** tiền lương theo công việc đang làm trong ngày làm việc bình thường, chưa kể tiền lương ngày lễ.

Đối với trường hợp anh C làm việc tại **Vùng III**, mức lương làm thêm giờ sẽ được tính dựa trên **mức lương tối thiểu vùng** áp dụng tại Vùng III.

Cụ thể, căn cứ **Nghị định 70/2023/NĐ-CP** quy định mức lương tối thiểu vùng đối với người lao động làm việc theo hợp đồng lao động, từ ngày 01/07/2023, mức lương tối thiểu vùng III là:

> **4.000.000 đồng/tháng**.

Tuy nhiên, cần lưu ý rằng: **mức lương làm thêm giờ** được tính dựa trên **mức lương theo công việc hoặc chức danh** của người lao động (không được thấp hơn mức lương tối thiểu vùng), chứ không trực tiếp tính trên mức lương tối thiểu vùng.

Nhưng theo **Điều 90 Bộ luật Lao động 2019**, tiền lương làm thêm giờ được tính theo **mức lương theo công việc trong ngày làm việc bình thường**, và mức lương này **không được thấp hơn mức lương tối thiểu vùng**.

Do đó, nếu anh C đang hưởng mức lương đúng bằng mức tối thiểu vùng (4.000.000 đồng/tháng), thì:

- **Lương làm thêm giờ vào ngày Quốc khánh (ngày lễ)** được tính theo công thức:

> Tiền lương làm thêm giờ =  
> (Mức lương theo công việc / Số ngày làm việc bình thường trong tháng) × **300%** × 1 ngày

Tuy nhiên, theo **Điều 97 Bộ luật Lao động 2019**, **mức lương làm thêm giờ vào ngày nghỉ lễ** được tính **ít nhất bằng 300%** tiền lương theo công việc đang làm trong ngày làm việc bình thường (chưa kể tiền lương ngày lễ, vì ngày lễ người lao động được nghỉ và vẫn hưởng lương).

**Kết luận:**  
Mức lương làm thêm giờ ít nhất của anh C được tính dựa trên **mức lương theo công việc đang làm**, nhưng **không được thấp hơn mức lương tối thiểu vùng III là 4.000.000 đồng/tháng**.

👉 Như vậy, **mức lương làm thêm giờ ít nhất** được tính dựa trên **mức lương tối thiểu vùng III: 4.000.000 đồng/tháng** (theo Nghị định 70/2023/NĐ-CP).",
Người lao động nước ngoài làm việc tại Việt Nam theo hợp đồng 15 tháng có thuộc đối tượng tham gia BHXH bắt buộc không và thời hạn hợp đồng lao động của họ được quy định như thế nào so với Giấy phép lao động?,[],"Theo quy định của pháp luật lao động và bảo hiểm xã hội Việt Nam, người lao động nước ngoài làm việc tại Việt Nam theo hợp đồng 15 tháng **thuộc đối tượng tham gia bảo hiểm xã hội (BHXH) bắt buộc**, nếu đáp ứng các điều kiện theo quy định.

### 1. **Tham gia BHXH bắt buộc đối với người lao động nước ngoài**

Căn cứ theo **Điều 2, Luật Bảo hiểm xã hội năm 2014 (sửa đổi, bổ sung năm 2018)**, người lao động nước ngoài làm việc tại Việt Nam thuộc đối tượng tham gia BHXH bắt buộc nếu có **hợp đồng lao động từ đủ 01 tháng trở lên** và có **giấy phép lao động hoặc chứng chỉ hành nghề, giấy phép hành nghề** theo quy định của pháp luật.

> **Điều 2. Đối tượng áp dụng**  
> 1. Người lao động là công dân Việt Nam thuộc đối tượng tham gia bảo hiểm xã hội bắt buộc, bao gồm:  
> ...  
> 2. Người lao động là công dân nước ngoài làm việc tại Việt Nam theo một trong các hình thức sau đây:  
> a) Hợp đồng lao động không xác định thời hạn, hợp đồng lao động xác định thời hạn;  
> b) Hợp đồng lao động theo mùa vụ hoặc theo một công việc nhất định có thời hạn từ đủ 01 tháng đến dưới 12 tháng;  
> c) Có giấy phép lao động hoặc chứng chỉ hành nghề, giấy phép hành nghề do cơ quan có thẩm quyền của Việt Nam cấp.

Tuy nhiên, kể từ ngày **01/01/2022**, theo **Nghị định 143/2020/NĐ-CP** và **Thông tư 59/2020/TT-BLĐTBXH**, người lao động nước ngoài **có hợp đồng lao động từ đủ 01 tháng trở lên** và còn thời hạn giấy phép lao động thì **phải tham gia BHXH bắt buộc**, trừ một số trường hợp đặc biệt (ví dụ: người nước ngoài đã nhận lương hưu, trợ cấp BHXH hàng tháng ở nước ngoài).

Do đó, **người lao động nước ngoài làm việc theo hợp đồng 15 tháng** (tức là trên 12 tháng) **thuộc đối tượng tham gia BHXH bắt buộc**, nếu họ có giấy phép lao động hợp lệ.

---

### 2. **Thời hạn hợp đồng lao động so với thời hạn Giấy phép lao động**

Theo **Điều 151, Bộ luật Lao động năm 2019**, thời hạn của hợp đồng lao động với người lao động nước ngoài **không được vượt quá thời hạn của giấy phép lao động**.

> **Điều 151. Hợp đồng lao động đối với người lao động nước ngoài làm việc tại Việt Nam**  
> 1. Người sử dụng lao động chỉ được tuyển dụng người lao động nước ngoài vào các vị trí công việc chuyên gia, nhà quản lý, giám đốc điều hành, lao động kỹ thuật hoặc lao động có trình độ chuyên môn cao theo quy định của pháp luật về lao động.  
> 2. Hợp đồng lao động với người lao động nước ngoài làm việc tại Việt Nam được ký kết theo một trong các loại sau đây:  
> a) Hợp đồng lao động không xác định thời hạn;  
> b) Hợp đồng lao động xác định thời hạn;  
> c) Hợp đồng lao động theo mùa vụ hoặc theo một công việc nhất định có thời hạn từ đủ 01 tháng đến dưới 12 tháng.  
> 3. **Thời hạn của hợp đồng lao động không được vượt quá thời hạn của giấy phép lao động**.

👉 Như vậy, **hợp đồng lao động 15 tháng chỉ được ký nếu giấy phép lao động còn thời hạn ít nhất 15 tháng**. Nếu giấy phép lao động ngắn hơn (ví dụ chỉ còn 12 tháng), thì hợp đồng lao động **chỉ được ký tối đa 12 tháng**.

---

### ✅ Kết luận:

- Người lao động nước ngoài làm việc tại Việt Nam theo **hợp đồng 15 tháng** **thuộc đối tượng tham gia BHXH bắt buộc**, nếu có giấy phép lao động hợp lệ (theo **Điều 2 Luật BHXH 2014** và **Nghị định 143/2020/NĐ-CP**).
- **Thời hạn hợp đồng lao động không được vượt quá thời hạn giấy phép lao động** (theo **Điều 151 Bộ luật Lao động 2019**).

Do đó, để ký hợp đồng 15 tháng, giấy phép lao động phải còn hiệu lực ít nhất 15 tháng.",
"Doanh nghiệp cho thuê lại lao động không niêm yết công khai bản chính Giấy phép tại trụ sở. Ngoài việc bị phạt tiền, doanh nghiệp này còn có rủi ro bị thu hồi Giấy phép trong trường hợp nào?",[],"Theo quy định tại **Điểm c Khoản 3 Điều 15 Nghị định 12/2022/NĐ-CP** (sửa đổi, bổ sung bởi **Khoản 10 Điều 1 Nghị định 103/2023/NĐ-CP**), doanh nghiệp cho thuê lại lao động có nghĩa vụ **niêm yết công khai bản chính Giấy phép hoạt động cho thuê lại lao động tại trụ sở** của doanh nghiệp.

Việc không niêm yết công khai bản chính Giấy phép tại trụ sở là hành vi vi phạm hành chính và bị xử phạt vi phạm hành chính theo **Điểm a Khoản 1 Điều 18 Nghị định 12/2022/NĐ-CP**, với mức phạt tiền từ **10.000.000 đồng đến 15.000.000 đồng**.

**Ngoài việc bị phạt tiền**, doanh nghiệp này còn có **rủi ro bị thu hồi Giấy phép** trong trường hợp:

> **Bị xử phạt vi phạm hành chính về hoạt động cho thuê lại lao động từ hai lần trở lên trong thời gian 12 tháng**, theo quy định tại **Khoản 2 Điều 17 Nghị định 12/2022/NĐ-CP**.

Do đó, nếu doanh nghiệp **không niêm yết công khai Giấy phép** và **bị xử phạt nhiều lần (từ 2 lần trở lên trong vòng 12 tháng)** vì các vi phạm liên quan đến hoạt động cho thuê lại lao động (kể cả vi phạm này hoặc các vi phạm khác), thì **cơ quan cấp phép có thể ra quyết định thu hồi Giấy phép hoạt động cho thuê lại lao động**.

---

**Tóm lại:**  
Ngoài bị phạt tiền, doanh nghiệp cho thuê lại lao động không niêm yết công khai Giấy phép có rủi ro bị **thu hồi Giấy phép** nếu **bị xử phạt vi phạm hành chính về lĩnh vực này từ hai lần trở lên trong thời gian 12 tháng** (căn cứ **Khoản 2 Điều 17 Nghị định 12/2022/NĐ-CP**).",
"Anh E làm việc tại Vùng I, hưởng lương tháng bằng mức tối thiểu vùng. Trong tháng, anh có tháng lẻ 8 ngày chưa nghỉ hằng năm khi thôi việc. Doanh nghiệp phải trả tiền lương cho những ngày này là bao nhiêu?",[],"Theo quy định tại **Điều 114 Bộ luật Lao động năm 2019**, khi người lao động thôi việc, nếu chưa nghỉ hoặc chưa nghỉ hết số ngày nghỉ hằng năm thì được **trả tiền lương cho những ngày chưa nghỉ**.

Cụ thể, **Khoản 1 Điều 114** quy định:

> ""Người lao động làm việc đủ 12 tháng cho một người sử dụng lao động thì được nghỉ hằng năm, hưởng nguyên lương như sau:  
> a) 12 ngày làm việc đối với người làm theo chế độ làm việc 8 giờ trong ngày;  
> b) 14 ngày làm việc đối với người làm theo chế độ làm việc từ 6 giờ đến dưới 8 giờ trong ngày;  
> c) 16 ngày làm việc đối với người làm theo chế độ làm việc dưới 6 giờ trong ngày.""

Tuy nhiên, trong trường hợp anh E **chỉ làm việc một phần tháng** và có **8 ngày chưa nghỉ hằng năm** khi thôi việc, thì doanh nghiệp phải **trả tiền lương cho 8 ngày nghỉ chưa nghỉ này**.

Theo **Khoản 2 Điều 114 Bộ luật Lao động 2019**:

> ""Người lao động có dưới 12 tháng làm việc thì số ngày nghỉ hằng năm được tính theo tỷ lệ tương ứng với số thời gian làm việc. Trường hợp người lao động có thời gian làm việc từ đủ 01 tháng trở lên thì được thanh toán tiền cho những ngày chưa nghỉ.""

Do đó, khi anh E thôi việc và còn **8 ngày chưa nghỉ**, doanh nghiệp phải **trả tiền lương cho 8 ngày này**.

Vì anh E **hưởng lương bằng mức tối thiểu vùng** tại **Vùng I**, theo **Nghị định 74/2023/NĐ-CP** (có hiệu lực từ 01/01/2024), **mức lương tối thiểu vùng I là 4.960.000 đồng/tháng**.

Giả sử tháng có **26 ngày làm việc** (theo thông lệ tính ngày công), thì:

- **Lương ngày** = 4.960.000 / 26 ≈ **190.769 đồng/ngày**
- **Tiền lương cho 8 ngày chưa nghỉ** = 190.769 × 8 = **1.526.152 đồng**

👉 **Kết luận**: Doanh nghiệp phải trả cho anh E **1.526.152 đồng** tiền lương cho **8 ngày nghỉ hằng năm chưa nghỉ** khi thôi việc, theo quy định tại **Điều 114 Bộ luật Lao động 2019**.",
Một lao động nam có vợ sinh đôi bằng phương pháp phẫu thuật. Anh được nghỉ bao nhiêu ngày làm việc và mức trợ cấp một lần anh được nhận là bao nhiêu dựa trên mức tham chiếu?,[],"Theo quy định của pháp luật lao động và bảo hiểm xã hội Việt Nam, trường hợp lao động nam có vợ sinh đôi bằng phương pháp phẫu thuật (sinh mổ), anh được hưởng các quyền lợi như sau:

### 1. **Nghỉ việc để chăm sóc vợ khi sinh con**

Theo **Điều 139 Bộ luật Lao động năm 2019** và **Điều 34 Luật Bảo hiểm xã hội năm 2014**, lao động nam đang tham gia bảo hiểm xã hội khi vợ sinh con được nghỉ việc hưởng chế độ thai sản như sau:

- **Nghỉ 7 ngày làm việc** nếu vợ sinh thường.
- **Nghỉ 10 ngày làm việc** nếu vợ sinh mổ.
- **Nghỉ 14 ngày làm việc** nếu vợ sinh đôi.
- **Nghỉ 14 ngày làm việc** nếu vợ sinh đôi mà sinh mổ.

Tuy nhiên, theo **Khoản 1 Điều 34 Luật Bảo hiểm xã hội 2014**, lao động nam được nghỉ:
- **7 ngày** trong trường hợp vợ sinh thường;
- **10 ngày** nếu sinh mổ;
- **14 ngày** nếu sinh đôi trở lên;
- **14 ngày** nếu sinh đôi mà sinh mổ (vì sinh đôi đã được nghỉ 14 ngày, không cộng dồn với sinh mổ).

👉 Như vậy, **lao động nam có vợ sinh đôi bằng phương pháp phẫu thuật được nghỉ 14 ngày làm việc** (do sinh đôi đã được nghỉ tối đa, không cộng thêm ngày vì sinh mổ).

---

### 2. **Mức trợ cấp một lần khi con được sinh ra**

Theo **Điều 38 Luật Bảo hiểm xã hội 2014**, lao động nam (hoặc lao động nữ) khi con được sinh ra mà người mẹ hoặc người cha đang tham gia bảo hiểm xã hội bắt buộc thì được hưởng **trợ cấp một lần** bằng **2 lần mức lương cơ sở** cho mỗi con.

Tuy nhiên, kể từ ngày 01/7/2023, theo Nghị định 33/2023/NĐ-CP, **mức lương cơ sở là 1.800.000 đồng/tháng**.

Vì vậy, mức trợ cấp một lần cho **mỗi con** là:
> 2 × 1.800.000 = **3.600.000 đồng**

Do là **sinh đôi**, nên mức trợ cấp một lần là:
> 3.600.000 × 2 = **7.200.000 đồng**

---

### ✅ Tóm lại:
- **Số ngày nghỉ**: **14 ngày làm việc** (theo quy định sinh đôi, không tăng thêm do sinh mổ).
- **Mức trợ cấp một lần**: **7.200.000 đồng** (tương đương 4 lần mức lương cơ sở, cho 2 con).

**Căn cứ pháp lý**:
- Điều 34, Luật Bảo hiểm xã hội 2014.
- Điều 38, Luật Bảo hiểm xã hội 2014.
- Nghị định 33/2023/NĐ-CP về mức lương cơ sở.",
Một doanh nghiệp tại Vùng IV trả lương cho 5 lao động thấp hơn mức tối thiểu 500.000đ/người. Tổng mức phạt tiền tối đa mà doanh nghiệp (tổ chức) này có thể phải chịu là bao nhiêu?,[],"Theo quy định tại **Điểm a Khoản 3 Điều 14 Nghị định 28/2022/NĐ-CP** ngày 26/4/2022 của Chính phủ về xử phạt vi phạm hành chính trong lĩnh vực lao động, bảo hiểm xã hội, bảo hiểm thất nghiệp và an toàn, vệ sinh lao động:

> **Phạt tiền từ 25.000.000 đồng đến 75.000.000 đồng** đối với người sử dụng lao động trả lương thấp hơn mức lương tối thiểu vùng quy định đối với người lao động làm việc theo hợp đồng lao động.

Cụ thể, theo **Khoản 3 Điều 14**:
> ""3. Phạt tiền đối với hành vi trả lương cho người lao động thấp hơn mức lương tối thiểu vùng như sau:
> a) Phạt tiền từ 25.000.000 đồng đến 75.000.000 đồng khi có từ 01 đến 10 người lao động bị ảnh hưởng...""

Doanh nghiệp trả lương thấp hơn mức tối thiểu cho **5 lao động** (thuộc nhóm 1–10 người), nên mức phạt áp dụng là từ **25.000.000 đồng đến 75.000.000 đồng**.

Theo nguyên tắc xử phạt, mức phạt **tối đa** là **75.000.000 đồng** đối với tổ chức (doanh nghiệp) trong trường hợp này.

👉 **Vậy tổng mức phạt tiền tối đa mà doanh nghiệp (tổ chức) này có thể phải chịu là 75.000.000 đồng.**

**Căn cứ pháp lý**: *Điểm a Khoản 3 Điều 14 Nghị định 28/2022/NĐ-CP*.",
Một doanh nghiệp cho thuê lại lao động muốn thay đổi địa chỉ trụ sở chính sang tỉnh khác. Quy trình cấp lại giấy phép và trách nhiệm báo cáo định kỳ của doanh nghiệp được thực hiện như thế nào?,[],"Theo quy định của pháp luật lao động Việt Nam, doanh nghiệp hoạt động trong lĩnh vực **cho thuê lại lao động** là ngành nghề kinh doanh có điều kiện và phải có **giấy phép hoạt động cho thuê lại lao động** theo quy định tại **Điều 54 Luật Việc làm năm 2013** và các văn bản hướng dẫn thi hành.

Khi doanh nghiệp **thay đổi địa chỉ trụ sở chính sang tỉnh khác**, việc này ảnh hưởng đến cơ quan cấp phép ban đầu (Sở Lao động - Thương binh và Xã hội nơi doanh nghiệp đăng ký trước đây). Do đó, doanh nghiệp **phải thực hiện thủ tục cấp lại giấy phép** và thực hiện các nghĩa vụ báo cáo định kỳ theo quy định.

---

### 1. **Thủ tục cấp lại giấy phép hoạt động cho thuê lại lao động khi thay đổi địa chỉ trụ sở chính sang tỉnh khác**

Theo **Khoản 1 Điều 12 Nghị định 145/2020/NĐ-CP** (quy định chi tiết một số điều của Luật Lao động, có hiệu lực từ 01/01/2021), khi doanh nghiệp thay đổi địa chỉ trụ sở chính sang tỉnh, thành phố trực thuộc trung ương khác, **phải làm thủ tục cấp lại giấy phép hoạt động cho thuê lại lao động**.

#### Hồ sơ cấp lại giấy phép gồm:
- Đơn đề nghị cấp lại giấy phép (theo mẫu);
- Bản sao có chứng thực giấy chứng nhận đăng ký doanh nghiệp có thay đổi địa chỉ;
- Bản sao có chứng thực giấy phép hoạt động cho thuê lại lao động đã cấp;
- Văn bản xác nhận của Sở Lao động - Thương binh và Xã hội nơi cũ về việc chấp hành pháp luật lao động (nếu có yêu cầu).

#### Cơ quan có thẩm quyền cấp lại:
- **Sở Lao động - Thương binh và Xã hội nơi doanh nghiệp đặt trụ sở chính mới** (theo **Khoản 2 Điều 54 Luật Việc làm 2013**).

#### Thời hạn xử lý:
- Trong thời hạn **15 ngày làm việc** kể từ ngày nhận đủ hồ sơ hợp lệ, Sở LĐ-TB&XH phải cấp lại giấy phép hoặc trả lời bằng văn bản nếu không cấp (theo **Khoản 3 Điều 12 Nghị định 145/2020/NĐ-CP**).

---

### 2. **Trách nhiệm báo cáo định kỳ của doanh nghiệp cho thuê lại lao động**

Theo **Điều 13 Nghị định 145/2020/NĐ-CP**, doanh nghiệp cho thuê lại lao động có trách nhiệm **báo cáo định kỳ 6 tháng và hàng năm** về tình hình hoạt động cho thuê lại lao động.

#### Nội dung báo cáo bao gồm:
- Số lượng người lao động cho thuê;
- Số lượng người lao động được thuê lại;
- Tình hình ký kết, thực hiện hợp đồng;
- Vi phạm (nếu có);
- Các vấn đề liên quan đến an toàn, tiền lương, bảo hiểm xã hội...

#### Thời hạn và hình thức báo cáo:
- **Báo cáo 6 tháng**: Trước ngày **01/7 hàng năm**;
- **Báo cáo năm**: Trước ngày **15/01 năm sau**;
- Gửi về **Sở Lao động - Thương binh và Xã hội nơi doanh nghiệp đang hoạt động** (tức là nơi có trụ sở mới).

---

### Tóm lại:

| Nội dung | Quy định pháp luật |
|--------|------------------|
| Thay đổi địa chỉ sang tỉnh khác | Phải làm thủ tục **cấp lại giấy phép** |
| Cơ quan cấp lại | **Sở LĐ-TB&XH nơi đặt trụ sở mới** |
| Hồ sơ | Đơn, GCN ĐKDN mới, bản sao GP cũ, xác nhận (nếu có) |
| Thời hạn xử lý | **15 ngày làm việc** |
| Báo cáo định kỳ | **6 tháng/lần và hàng năm**, gửi về Sở LĐ-TB&XH nơi mới |

---

✅ **Lưu ý**: Doanh nghiệp cần **không được hoạt động cho thuê lại lao động** cho đến khi được cấp lại giấy phép tại địa phương mới. Việc hoạt động khi chưa được cấp lại giấy phép là vi phạm pháp luật và có thể bị xử phạt hành chính theo Nghị định 12/2022/NĐ-CP (từ 25 - 35 triệu đồng theo **Điểm a Khoản 4 Điều 14**).

Nếu cần, doanh nghiệp nên liên hệ trực tiếp với **Sở Lao động - Thương binh và Xã hội tỉnh/thành phố mới** để được hướng dẫn cụ thể.",
